Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,eta average core count,Geary autocorrelation of lag 1 weighted by polarizability,molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 1 of Burden matrix weighted by mass,largest eigenvalue n. 1 of Burden matrix weighted by polarizability,largest eigenvalue n. 2 of Burden matrix weighted by mass,Wiener-like index from detour matrix (detour index),valence connectivity index of order 4,AntagonistClass
e3247,8.169,0.505,1.26,0,0.219,3.868,3.664,3.548,158,1.001,inactive
e3248,5.164,0.48,0.872,5.719,0.296,3.862,3.839,3.787,724,1.148,antagonist
e3249,0,0.5,1.5,0,0.2,3.647,3.688,2.921,28,0,inactive
e3251,2.185,0.5,1.15,2.151,0.344,3.88,3.902,3.19,217,1.247,inactive
e3253,11.45,0.469,1.252,3.857,0.291,3.874,3.845,3.575,701,1.375,antagonist
e3254,11.895,0.452,1.716,2.303,0.223,3.735,3.628,3.695,481,1.03,inactive
e3257,3.927,0.467,0.856,5.583,0.314,4.08,4.041,3.467,566,1.441,inactive
e3259,0,0.795,1.228,0,0,6.896,3.404,4.002,16,0,inactive
e3262,23.657,0.458,1.406,5.285,0.301,3.917,3.88,3.596,2149,1.8,inactive
e3263,53.874,0.443,1.25,7.238,0.375,4.003,3.939,3.845,12757,5.348,inactive
e3268,4.73,0.561,0.694,0,0.308,4.065,3.869,3.702,162,1.105,inactive
e3270,6.522,0.461,1.619,1.099,0.257,3.626,3.543,3.477,206,0.513,inactive
e3271,0,0.514,0.852,0,0.301,3.909,3.78,3.526,124,0.635,inactive
e3272,8.871,0.454,0.715,6.173,0.35,3.958,3.919,3.779,1034,1.532,antagonist
e3274,4.614,0.47,1.183,0,0.324,3.88,3.874,3.353,256,0.807,inactive
e3275,16.463,0.57,0.56,6.157,0.333,4.235,3.949,4.011,932,2.925,inactive
e3276,16.916,0.545,0.916,6.157,0.357,4.764,4.162,4.099,1122,3.83,antagonist
e3284,1.543,0.426,1.387,0,0.204,3.631,3.569,3.353,108,0.391,inactive
e3285,6.528,0.478,1.655,0,0.204,3.646,3.562,3.378,108,0.264,inactive
e3286,3.46,0.5,1.625,0,0.223,3.606,3.66,3.351,84,0.854,inactive
e3289,6.754,0.464,1.126,5.474,0.302,3.928,3.885,3.56,667,1.23,antagonist
e3290,0,0.629,0.57,0,0.2,4.104,3.431,3.495,18,0,inactive
e3292,168.774,0.754,0.493,6.386,0.354,6.936,3.953,6.927,1224,4.078,inactive
e3293,0,0.476,1.267,0,0.29,3.864,3.772,2.961,78,0.557,inactive
e3294,7.52,0.458,0.882,5.92,0.263,3.9,3.909,3.563,692,1.053,inactive
e3295,1.662,0.455,0.878,0,0.322,3.887,3.872,3.344,258,0.704,inactive
e3296,0,0.467,1.403,0,0,3.35,3.267,2.208,4,0,inactive
e3297,0,0.5,0.917,0,0.25,3.783,3.809,2.687,63,0.385,inactive
e3298,0,0.467,1.62,0,0.2,3.516,3.515,2.98,20,0.118,inactive
e3299,0.924,0.5,1.111,0,0.303,3.852,3.876,3.311,160,0.838,inactive
e3361,2.598,0.478,1.593,0,0.294,3.939,3.786,3.33,148,0.958,inactive
e3302,0,0.444,1.911,0,0,3.279,3.264,2.262,4,0,inactive
e3303,1.335,0.452,1.614,0,0.267,3.583,3.463,3.181,50,0.201,inactive
e3304,0,0.643,0.576,0,0,3.98,3.146,2.951,4,0,inactive
e3306,0,0.554,0.836,0,0.209,4.067,3.565,3.422,52,0.778,inactive
e3308,326.134,0.704,0.554,6.82,0.348,6.925,4.012,6.917,3856,6.189,inactive
e3309,27.859,0.457,1.524,5.981,0.35,4.738,4.07,3.839,2844,3.169,inactive
e3311,0,0.476,1.838,0,0.19,3.573,3.527,3.23,48,0.544,inactive
e3312,6.613,0.579,1.142,5.614,0.341,4.61,4.596,3.729,640,4.529,inactive
e3313,5.628,0.448,1.27,4.239,0.326,4.723,4.047,3.83,633,1.554,inactive
e3314,7.84,0.496,1.113,0,0.285,4.912,4.07,3.772,457,1.674,inactive
e3315,19.099,0.495,1.487,2.565,0.239,3.689,3.737,3.598,1140,2.575,inactive
e1643,12.936,0.502,0.962,4.323,0.314,4.252,3.94,3.581,671,2.876,inactive
e3318,0,0.602,1.151,0,0.302,4.874,4.075,2.927,44,0.224,inactive
e3319,0,0.494,1.494,0,0.229,3.84,3.633,3.598,94,0.871,inactive
e3320,9.423,0.464,1.789,0,0.248,3.731,3.621,3.588,231,0.573,inactive
e3324,7.537,0.461,1.825,0,0.234,3.721,3.605,3.524,184,0.517,inactive
e3325,8.479,0.458,1.721,0,0.223,4.708,3.914,3.524,236,1.161,inactive
e3326,47.723,0.486,0.926,8.195,0.362,4.107,4.045,3.947,5866,4.608,inactive
e3038,0,0.571,0.994,0,0.328,4.076,3.61,3.362,67,1.035,antagonist
e3329,0,0.528,2.034,0,0.4,4.124,4.354,2.997,88,1.5,inactive
e3330,17.529,0.511,0.87,7.501,0.373,6.88,4.105,4.721,2666,3.868,inactive
e3331,104.909,0.611,0.655,6.782,0.346,6.897,4.011,6.89,2692,5.399,inactive
e3333,1.512,0.476,1.676,0,0.209,3.569,3.563,3.243,52,0.26,inactive
e3334,29.21,0.565,0.455,7.247,0.388,6.893,4.041,6.867,1958,3.583,inactive
e3338,0,0.488,1.49,0,0.25,3.671,3.688,3.189,160,1.155,inactive
e3490,13.268,0.473,1.289,4.018,0.321,3.883,3.859,3.613,786,1.604,inactive
e3341,0,0.633,0.72,0,0.223,6.88,3.622,3.612,24,0.463,inactive
e3342,5.398,0.463,1.58,0,0.266,3.667,3.582,3.356,96,0.315,inactive
e3343,10.079,0.449,0.951,4.123,0.338,3.895,3.871,3.61,536,1.179,inactive
e2624,1.463,0.475,1.609,0,0.313,3.935,3.778,3.188,109,0.758,inactive
e3348,3.816,0.48,1.581,0,0.339,3.971,3.823,3.334,194,1.144,inactive
e3350,1.251,0.478,1.658,0,0.362,3.791,3.68,3.168,147,1.043,inactive
e3351,1.368,0.478,1.593,0,0.362,3.968,3.816,3.191,147,1.003,inactive
e3300,0,0.48,1.846,0,0.2,3.473,3.439,3.04,20,0.25,inactive
e246,17.243,0.509,0.748,5.247,0.333,4.103,3.867,3.65,575,1.693,inactive
e5137,23.852,0.501,1.043,6.002,0.301,4.018,3.931,3.81,1102,2.276,inactive
e1180,20.587,0.496,1.067,6.88,0.326,4.048,4.058,3.901,2686,3.199,inactive
e751,99.035,0.488,1.039,7.839,0.384,6.881,4.129,4.113,15351,8.721,antagonist
e1733,30.756,0.465,1.19,7.551,0.353,4.105,4.074,3.682,5547,5.737,inactive
e3363,2.466,0.478,1.658,0,0.294,3.761,3.653,3.313,148,1.021,inactive
e1089,7.725,0.454,1.064,3.056,0.33,3.885,3.856,3.424,390,1.059,inactive
e4082,13.576,0.471,1.224,4.467,0.288,3.898,3.885,3.534,667,1.31,inactive
e1958,30.707,0.471,0.899,5.859,0.349,4.223,3.932,4.11,3355,5.094,inactive
e2197,22.213,0.527,0.948,3.524,0.327,6.88,3.896,3.837,568,1.914,inactive
e370,29.304,0.464,1.464,5.435,0.355,3.907,3.856,3.828,3722,3.582,inactive
e1013,41.68,0.459,1.154,7.302,0.358,4.059,3.98,3.83,4668,4.879,inactive
e3393,4.134,0.536,0.593,0,0.322,6.88,3.884,3.933,258,1.081,inactive
e3395,0,0.833,0.579,0,0.2,6.889,3.555,6.871,20,1.364,inactive
e3396,0,0.639,0.921,0,0.214,6.88,3.607,3.473,35,0.741,inactive
e3397,0,0.738,0.683,0,0.219,6.882,3.632,6.878,56,1.159,inactive
e3398,12.978,0.619,0.97,0,0.219,6.88,3.636,3.527,56,0.918,inactive
e3399,11.005,0.474,1.496,0,0.303,3.796,3.763,3.579,252,0.676,inactive
e3400,24.185,0.556,1.186,1.946,0.236,6.88,3.723,3.662,560,2.332,inactive
e3401,27.249,0.549,1.215,2.197,0.237,6.88,3.733,3.673,816,2.686,inactive
e3402,0,0.485,1.198,0,0.357,3.884,3.894,3.201,264,1.516,inactive
e3404,0.272,0.467,0.784,0,0.301,3.82,3.817,3.006,124,0.513,inactive
e3405,0,0.778,0.571,0,0.214,6.883,3.617,6.876,35,0.655,inactive
e3407,0,0.45,1.347,0,0,3.119,2.931,0.402,1,0,inactive
e4817,24.9,0.465,1.45,4.991,0.344,3.936,3.874,3.724,1702,2.875,inactive
e3409,5.753,0.483,1.585,0,0.222,3.681,3.704,3.428,135,1.185,inactive
e3410,16.895,0.494,1.643,2.197,0.232,3.681,3.724,3.577,802,2.269,inactive
e3411,17.896,0.5,1.5,2.398,0.238,3.687,3.738,3.591,969,2.483,inactive
e3414,1.557,0.415,1.469,0,0.204,3.603,3.431,3.353,108,0.276,inactive
e3415,26.281,0.486,1.525,3.258,0.248,3.713,3.747,3.627,2215,2.743,inactive
e1005,29.625,0.478,1.335,5.004,0.326,3.927,3.923,3.703,1200,3.299,inactive
e3419,14.913,0.5,1.5,2.197,0.237,3.678,3.729,3.573,680,2.13,inactive
e3420,19.839,0.513,1.396,2.197,0.237,3.799,3.731,3.657,816,2.478,inactive
e3422,10.017,0.438,1.467,1.946,0.362,3.874,3.795,3.487,638,1.629,inactive
e3423,12.838,0.494,1.944,0,0.193,4.503,4.027,4.394,444,3.552,inactive
e1889,22.269,0.473,1.114,7.322,0.398,4.101,4.072,3.658,3582,5.389,inactive
e3425,50.294,0.491,1.422,3.555,0.253,3.91,3.753,3.689,7848,5.288,inactive
e3426,0,0.467,1.318,0,0.2,3.626,3.572,2.797,28,0,inactive
e3429,26.92,0.486,1.525,2.89,0.26,3.709,3.742,3.639,2222,2.938,inactive
e3430,42.69,0.475,1.498,3.829,0.281,3.871,3.836,3.819,5959,6.359,inactive
e3432,2.584,0.353,1.6,3.332,0.437,3.982,3.676,3.834,2446,1.539,inactive
e3433,19.789,0.482,1.59,2.485,0.254,3.69,3.73,3.601,1110,2.389,inactive
e3434,9.616,0.463,1.102,7.233,0.352,4.058,4.056,3.607,1253,1.735,inactive
e3435,24.738,0.485,1.59,2.639,0.24,3.692,3.74,3.598,1771,2.919,inactive
e3436,30.341,0.497,1.23,6.579,0.291,3.969,3.972,3.856,3288,5.032,inactive
e1402,17.432,0.471,1.036,7.257,0.397,4.097,4.069,3.65,3239,5.128,inactive
e3438,0,0.389,1.778,0,0,3.242,2.916,1.814,4,0,inactive
e3439,0,0.375,1.602,0,0,3.352,2.93,1.971,9,0,inactive
e3442,0.443,0.427,1.639,0,0.324,3.723,3.575,3.206,209,0.849,inactive
e3444,0,0.442,1.614,0,0.301,3.685,3.567,3.062,124,0.735,inactive
e3446,14.556,0.529,0.631,7.183,0.359,4.17,3.927,4.069,1727,2.191,inactive
e3447,13.589,0.489,1.534,2.079,0.236,3.672,3.718,3.559,560,1.892,inactive
e3448,5.165,0.48,1.638,0,0.285,3.766,3.666,3.41,196,1.095,inactive
e3450,10.734,0.49,0.868,5.981,0.318,3.942,3.955,3.729,748,1.663,antagonist
e3451,3.239,0.463,1.495,0,0.266,3.707,3.657,3.358,96,0.515,inactive
e3452,0,0.519,0.702,0,0.274,3.967,3.641,3.276,90,0.491,inactive
e3453,7.785,0.463,1.174,5.86,0.319,3.912,3.864,3.664,773,1.259,inactive
e4847,35.282,0.483,0.926,5.182,0.291,4.008,3.858,3.984,5983,3.038,antagonist
e3456,0,0.44,1.043,0,0.2,3.479,3.221,2.915,20,0.025,inactive
e3457,6.301,0.506,1.232,0,0.223,3.795,3.623,3.476,84,0.749,inactive
e3458,17.845,0.439,1.557,1.946,0.296,3.844,3.719,3.572,613,1.541,inactive
e3459,6.557,0.455,1.703,0,0.271,3.657,3.568,3.418,194,0.461,inactive
e3461,9.091,0.521,1.33,0.693,0.229,3.797,3.68,3.57,165,1.241,inactive
e3463,0,0.417,0.903,0,0.403,3.876,3.711,2.687,92,0.339,inactive
e3467,6.816,0.504,0.87,0,0.324,4.008,3.877,3.529,260,1.056,inactive
e3468,0,0.461,0.623,0,0.332,4.056,3.857,3.632,258,0.773,inactive
e3470,11.811,0.574,0.558,5.668,0.337,6.882,3.932,6.879,999,1.993,inactive
e3471,12.843,0.504,1.282,0,0.209,3.884,3.756,3.636,170,1.655,inactive
e3472,0,0.461,0.82,0,0.288,3.845,3.817,2.994,122,0.463,inactive
e3473,2.472,0.49,1.05,0,0.322,3.855,3.869,3.377,205,0.936,inactive
e3474,0,0.529,0.696,0,0.284,4.044,3.664,3.576,123,0.642,inactive
e3475,4.05,0.463,1.719,0,0.291,3.698,3.648,3.26,92,0.348,inactive
e3476,25.279,0.614,0.699,0.693,0.229,10.696,3.862,3.612,165,1.591,inactive
e3477,29.838,0.588,0.764,1.609,0.234,10.696,3.863,3.648,364,2.121,inactive
e3478,3.383,0.452,1.055,4.925,0.348,3.94,3.811,3.779,487,1.039,inactive
e3480,0,0.472,1.396,0,0.281,3.627,3.618,2.914,31,0.068,inactive
e3482,3.054,0.464,1.053,5.528,0.338,3.934,3.878,3.385,515,1.125,inactive
e3484,35.836,0.567,0.837,2.197,0.237,10.696,3.864,3.674,816,2.828,inactive
e3485,0,0.5,1.643,0,0.302,3.674,3.719,3.04,44,0.25,inactive
e3486,13.982,0.567,0.787,2.784,0.277,6.88,3.815,3.817,217,0.835,inactive
e3487,0.699,0.5,1.643,0,0.267,3.624,3.675,3.198,50,0.697,inactive
e3488,0.472,0.5,1.333,0,0.214,3.574,3.619,3.199,35,0.236,inactive
e3489,0,0.429,1.763,0,0.305,3.624,3.43,3.022,46,0.144,inactive
e3491,4.662,0.444,1.714,0,0.279,3.621,3.496,3.333,102,0.323,inactive
e3492,1.849,0.5,1.111,0,0.307,3.865,3.887,3.221,164,0.932,inactive
e3493,0.998,0.455,1.098,0,0.344,3.881,3.843,3.243,264,0.78,inactive
e3496,25.72,0.552,1.201,2.079,0.237,6.88,3.728,3.668,680,2.509,inactive
e3497,27.036,0.663,0.623,0,0.219,10.696,3.859,3.533,56,1.061,inactive
e3499,16.357,0.583,1.079,0.693,0.229,6.88,3.685,3.61,165,1.448,inactive
e3500,19.531,0.569,1.129,1.386,0.232,6.88,3.704,3.637,286,1.802,inactive
e3501,0,0.675,0.724,0,0.214,6.88,3.582,3.778,35,0.774,inactive
e3503,22.644,0.56,1.169,1.792,0.235,6.88,3.717,3.655,455,2.155,inactive
e3504,3.664,0.481,1.339,0,0.258,3.631,3.651,3.372,110,0.671,inactive
e3505,1.196,0.467,1.308,0,0.327,3.809,3.783,3.319,210,1.413,inactive
e3506,0,0.461,0.806,4.343,0.361,3.96,3.904,3.381,389,1.092,inactive
e3507,3.822,0.469,1.036,4.627,0.318,3.879,3.841,3.604,387,1.277,inactive
e3508,8.167,0.474,1.162,5.173,0.358,3.917,3.891,3.641,550,1.721,inactive
e3509,5.274,0.472,1.047,3.841,0.287,3.872,3.865,3.532,317,0.952,inactive
e3510,0,0.5,1.417,0,0.277,3.729,3.775,2.908,54,1.13,inactive
e3511,0,0.476,1.58,0,0.321,3.638,3.647,3.04,48,0.481,inactive
e3513,5.069,0.472,1.118,4.523,0.314,3.878,3.869,3.425,350,0.947,antagonist
e3515,6.097,0.45,0.954,3.841,0.307,3.878,3.865,3.541,388,0.962,inactive
e3516,2.408,0.483,1.116,0,0.332,4.725,4.034,3.93,382,1.721,inactive
e3517,7.005,0.471,0.656,7.998,0.37,4.139,4.126,3.713,1546,2.164,inactive
e3519,1.482,0.463,1.099,0,0.28,3.859,3.77,3.396,151,0.52,inactive
e3520,4.681,0.485,1.178,0,0.262,3.786,3.473,3.513,76,0.275,inactive
e3521,1.943,0.446,1.697,0,0.223,3.559,3.576,3.243,84,0.454,inactive
e3522,0,0.496,0.749,0,0.322,3.978,3.681,3.458,162,0.66,inactive
e3523,2.649,0.483,0.669,6.451,0.354,4.045,4.04,3.386,516,1.346,antagonist
e3524,16.358,0.476,0.786,7.689,0.362,4.065,4.026,3.848,3858,3.102,inactive
e3525,10.43,0.469,1.186,4.123,0.275,3.883,3.856,3.573,458,1.003,inactive
e3526,5.772,0.477,0.936,4.556,0.33,4.102,3.824,3.655,768,1.506,inactive
e3527,0,0.48,0.853,6.136,0.326,4.001,3.975,3.284,345,0.937,inactive
e3530,0,0.467,1.219,0,0.25,3.733,3.611,2.687,63,0.253,inactive
e3531,4.486,0.484,0.836,5.837,0.329,3.949,3.947,3.661,504,1.313,inactive
e3533,0,0.452,0.855,0,0.319,3.842,3.806,2.871,124,0.452,inactive
e3534,0,0.549,0.634,0,0.289,4.119,3.687,3.578,162,1.055,inactive
e3535,0,0.611,0.689,0,0,4.056,3.704,1.633,6,0,inactive
e3536,3.643,0.488,0.74,6.778,0.368,4.054,4.047,3.607,954,1.977,inactive
e3537,0.798,0.467,0.899,5.399,0.342,3.929,3.881,3.342,426,1.016,inactive
e3538,4.238,0.478,1.259,0,0.307,3.88,3.876,3.382,323,1.09,inactive
e3541,1.08,0.438,1.746,0,0.219,3.521,3.52,3.159,56,0.246,inactive
e3542,3.274,0.444,1.198,4.707,0.355,3.98,3.787,3.405,470,1.046,inactive
e3543,0,0.445,0.857,4.123,0.337,3.962,3.873,3.453,270,0.753,inactive
e3545,0,0.514,0.52,0,0.289,4.059,3.68,3.57,162,0.842,inactive
e3546,9.933,0.556,0.586,7.787,0.356,6.881,4.155,4.092,1178,2.601,inactive
e3547,0,0.457,0.957,3.446,0.328,3.911,3.846,3.303,313,0.894,inactive
e3548,4.67,0.471,1.275,0,0.314,3.913,3.561,3.333,128,0.444,inactive
e3549,1.107,0.438,0.741,5.433,0.357,4.02,3.924,3.657,655,1.244,inactive
e3550,2.377,0.482,1.437,3.296,0.319,3.815,3.754,3.395,466,1.939,inactive
e3551,0,0.46,0.833,0,0.36,3.774,3.685,3.2,125,0.274,inactive
e3552,6.645,0.567,0.66,0,0.322,6.88,3.863,3.842,205,1.025,inactive
e3553,8.379,0.48,0.737,7.926,0.351,4.141,4.143,3.686,1524,2.244,inactive
e3555,0,0.475,1.485,0,0.15,3.71,3.649,2.569,13,0,inactive
e3556,8.003,0.49,1.255,3.951,0.402,4.033,4.054,3.504,1029,5.881,inactive
e3559,1.102,0.455,1.237,5.147,0.36,4.056,3.881,3.3,388,1.015,inactive
e3561,0,0.445,0.857,0,0.322,3.954,3.871,3.501,264,0.712,inactive
e3562,7.95,0.49,0.818,8.015,0.348,4.141,4.149,3.709,1528,2.221,antagonist
e2158,152.031,0.463,1.011,6.396,0.309,4.171,3.911,3.928,53198,9.954,inactive
e3565,0,0.472,1.201,0,0.438,4.008,3.988,3.17,355,2.796,inactive
e3566,6.385,0.493,0.666,7.084,0.369,4.09,4.019,3.828,1528,2.244,inactive
e3567,8.203,0.49,0.774,7.849,0.36,4.136,4.144,3.686,1348,2.278,inactive
e3568,5.321,0.444,1.253,5.286,0.35,4.042,3.855,3.318,471,0.97,inactive
e3569,14.517,0.5,0.716,9.244,0.361,4.245,4.253,3.89,4215,3.592,inactive
e3570,5.865,0.49,0.839,6.679,0.356,4.001,3.999,3.728,1434,2.334,inactive
e3571,0,0.429,0.933,0,0.29,3.831,3.544,2.818,78,0.289,inactive
e3572,2.39,0.492,1.063,4.744,0.374,3.988,3.968,3.425,467,1.615,inactive
e3573,2.51,0.523,0.744,3.956,0.328,4.314,4.046,3.474,313,1.815,inactive
e3574,2.423,0.447,1.036,0,0.264,3.863,3.737,3.462,193,0.52,inactive
e3575,0,0.504,0.611,0,0.332,4.064,3.865,3.753,258,0.916,inactive
e3578,19.875,0.495,1.627,2.398,0.234,3.689,3.734,3.594,1124,2.623,inactive
e3579,0,0.607,0.917,0,0.403,4.337,3.91,3.744,318,2.002,inactive
e3581,10.439,0.5,1.5,1.792,0.234,3.662,3.713,3.532,364,1.599,inactive
e3582,22.867,0.511,1.406,2.398,0.239,3.8,3.739,3.668,1140,2.832,inactive
e3583,9.195,0.51,0.591,6.589,0.312,4.06,4.041,3.847,728,1.577,inactive
e3584,0,0.629,0.57,0,0,4.243,3.446,2.951,16,0,inactive
e3586,93.384,0.475,1.237,7.84,0.376,4.75,4.128,4.071,10641,7.798,antagonist
e3588,30.389,0.493,1.483,3.981,0.265,4.716,3.965,3.781,2510,4.006,inactive
e3589,25.848,0.475,0.856,7.242,0.343,4.322,4.052,3.962,6863,4.841,inactive
e3590,0.771,0.44,0.784,0,0.307,3.939,3.839,3.463,204,0.574,inactive
e1979,2.171,0.423,1.296,0,0.264,3.669,3.585,3.376,136,0.402,inactive
e3597,40.329,0.478,1.523,3.97,0.28,3.846,3.82,3.649,4253,4.271,inactive
e3599,0,0.491,0.392,0,0.343,4.127,3.88,3.633,322,1.205,inactive
e3600,2.309,0.425,0.953,0,0.313,3.914,3.873,3.423,384,0.829,inactive
e3601,3.356,0.47,1.512,2.197,0.327,3.799,3.746,3.426,336,1.964,inactive
e3602,0,0.48,0.726,0,0.347,4.059,3.89,3.624,264,0.963,inactive
e3603,53.075,0.497,1.564,3.611,0.251,3.757,3.783,3.625,6708,5.804,inactive
e3604,7.713,0.478,1.018,6.64,0.331,4.044,4.055,3.517,848,1.674,inactive
e3605,0,0.475,1.013,0,0.284,3.824,3.77,3.029,123,0.564,inactive
e3606,4.1,0.49,1.431,0,0.272,3.667,3.627,3.303,138,0.771,inactive
e3607,7.121,0.472,1.371,3.446,0.312,3.847,3.86,3.437,322,1.069,inactive
e3608,6.725,0.445,1.044,4.239,0.337,3.916,3.846,3.366,473,1.035,inactive
e3610,2.212,0.47,1.183,0,0.322,3.878,3.858,3.351,258,0.826,inactive
e3611,9.859,0.481,1.044,4.722,0.294,3.869,3.877,3.82,1106,1.741,inactive
e3612,0,0.43,0.931,0,0.307,4.011,3.836,3.574,204,0.527,antagonist
e3613,2.653,0.481,1.596,0,0.312,3.673,3.693,3.299,98,1.05,inactive
e3614,0,0.433,1.994,0,0.25,3.566,3.401,2.546,35,0.295,inactive
e3615,10.85,0.481,1.408,7.319,0.333,4.756,4.189,4.697,1271,3.115,inactive
e3616,0,0.548,0.409,0,0.347,4.165,3.86,3.669,207,1.053,antagonist
e3617,2.342,0.476,1.216,0,0.322,3.88,3.863,3.353,258,0.851,inactive
e3620,2.98,0.485,1.099,0,0.322,3.89,3.899,3.395,258,0.959,inactive
e3621,4.093,0.505,0.979,0,0.332,4.005,3.863,3.425,210,1.069,inactive
e3623,7.035,0.51,0.618,7.761,0.383,6.881,4.051,4.049,2893,3.51,inactive
e3625,0,0.475,0.946,0,0.301,3.821,3.773,3.112,124,0.426,inactive
e3626,1.363,0.526,0.453,0,0.359,4.181,3.892,3.672,325,1.413,inactive
e3627,0,0.433,1.706,0,0.2,3.453,3.425,2.826,20,0.071,inactive
e3628,32.609,0.504,1.822,3.738,0.315,4.141,4.362,3.862,1043,5.784,inactive
e1206,0,0.486,1.039,0,0.305,3.781,3.521,3.327,46,0.234,inactive
e3633,5.055,0.471,1.234,6.791,0.34,4.728,4.109,3.935,828,2.039,inactive
e3635,1.673,0.467,1.336,0,0.226,3.6,3.541,3.409,120,0.414,inactive
e3636,1.527,0.476,0.47,0,0.343,4.142,3.901,3.667,468,1.335,inactive
e3638,10.272,0.452,1.311,4.028,0.281,3.854,3.818,3.377,515,0.981,inactive
e3639,0,0.444,1.649,0,0.267,3.557,3.514,2.905,29,0,inactive
e3640,4.141,0.47,1.183,2.784,0.294,3.849,3.859,3.434,264,0.835,inactive
e3641,9.243,0.534,0.767,4.067,0.337,6.881,3.877,3.933,556,1.286,antagonist
e3643,3.266,0.44,1.743,0,0.25,3.619,3.464,3.354,150,0.354,inactive
e3644,0,0.488,1.926,0,0.362,3.75,3.665,3.04,64,0.75,inactive
e3645,6.166,0.608,0.575,0,0.403,4.33,3.93,3.784,388,3.04,inactive
e3646,5.165,0.472,1.213,3.27,0.283,3.85,3.859,3.476,329,0.975,inactive
e3647,9.322,0.486,1.384,0,0.287,3.729,3.747,3.541,233,0.857,inactive
e3648,9.017,0.461,1.726,0,0.267,3.652,3.607,3.352,184,1,inactive
e3649,5.348,0.483,1.442,1.609,0.229,3.65,3.68,3.455,165,0.841,inactive
e3650,0,0.476,1.434,0,0.277,3.838,3.796,3.312,250,2.053,inactive
e3652,7.13,0.5,0.931,5.433,0.297,3.887,3.911,3.773,607,1.578,inactive
e3653,0,0.444,1.426,0,0.372,3.817,3.68,3.089,144,0.83,inactive
e3655,15.039,0.474,1.265,4.644,0.345,3.995,4.013,3.65,1522,4.134,inactive
e3656,25.866,0.474,1.195,5.214,0.331,3.895,3.872,3.841,2348,2.947,inactive
e3657,6.769,0.474,1.324,0,0.285,4.728,4.049,3.755,457,1.447,inactive
e3658,0,0.438,1.177,0,0.29,3.741,3.594,2.928,78,0.374,inactive
e3660,0,0.533,0.672,0,0.352,4.34,3.848,3.521,187,1.441,inactive
e3661,0.145,0.464,1.455,0,0.347,3.84,3.796,3.312,310,2.218,inactive
e3662,1.35,0.463,1.719,0,0.258,3.691,3.644,3.281,92,0.672,inactive
e3663,4.286,0.449,0.951,7.183,0.365,4.01,3.941,3.924,2722,2.392,inactive
e3664,1.207,0.452,1.615,0,0.219,3.555,3.574,3.178,56,0.4,inactive
e3665,0,0.493,0.728,0,0.288,4.05,3.822,3.5,122,0.507,inactive
e3666,12.651,0.479,1.576,1.609,0.267,3.681,3.699,3.482,316,1.266,inactive
e3667,7.617,0.474,1.238,4.15,0.283,3.84,3.848,3.564,410,1.014,inactive
e3670,7.237,0.758,0.477,0,0.343,10.714,4.204,10.695,322,3.098,inactive
e3671,21.213,0.487,1.284,5.942,0.322,4.722,4.044,3.87,1333,2.6,inactive
e3672,0,0.527,0.788,0,0.284,3.993,3.861,3.357,123,0.85,inactive
e3674,4.561,0.478,1.994,0,0.204,3.614,3.564,3.363,108,0.703,inactive
e3675,0.389,0.488,0.917,0,0.301,3.832,3.848,3.124,124,0.614,inactive
e3678,1.523,0.47,1.115,0,0.284,3.816,3.779,3.257,166,0.661,inactive
e3679,12.42,0.472,0.956,6.49,0.326,3.943,3.901,3.81,2498,2.14,antagonist
e3680,5.794,0.483,1.442,0,0.246,3.691,3.716,3.475,146,0.703,inactive
e3682,0,0.467,1.071,0,0.31,3.892,3.809,3.243,106,0.549,inactive
e3684,8.485,0.485,1.576,0,0.24,3.68,3.723,3.478,194,1.239,inactive
e3685,0,0.417,2.256,0,0.167,3.347,3.092,2.683,10,0,inactive
e3686,0,0.469,1.043,0,0.267,3.818,3.403,3.287,50,0.23,inactive
e3688,15.22,0.479,1.61,2.197,0.25,3.679,3.707,3.567,647,1.813,inactive
e3689,7.982,0.506,1.492,0,0.329,4.609,3.965,3.557,218,2.628,inactive
e3690,2.287,0.485,1.198,0,0.322,3.826,3.846,3.438,258,1.409,inactive
e3691,9.748,0.436,1.704,0,0.325,3.753,3.647,3.379,258,0.785,inactive
e4730,2.547,0.476,1.314,0,0.3,4.722,4.03,3.713,248,1.12,inactive
e3693,6.852,0.474,1.238,3.976,0.29,3.843,3.86,3.552,416,1.029,inactive
e3694,0,0.438,1.412,0,0.284,3.729,3.623,3.084,123,0.606,inactive
e3695,3.993,0.475,1.22,2.303,0.268,3.706,3.706,3.459,246,0.94,inactive
e3696,9.159,0.485,1.576,0,0.234,3.693,3.722,3.5,184,1.087,inactive
e3697,7.38,0.485,1.474,1.609,0.231,3.658,3.698,3.454,220,0.932,inactive
e3698,5.872,0.47,1.454,1.386,0.257,3.661,3.654,3.446,206,0.649,inactive
e3699,6.119,0.537,1.195,0,0.226,3.892,3.661,3.405,120,1.785,inactive
e3700,5.765,0.47,0.982,0,0.213,3.901,3.617,3.469,204,1.263,inactive
e3702,6.659,0.458,1.479,2.151,0.35,3.872,3.815,3.194,330,0.944,inactive
e3703,4.764,0.433,1.698,0,0.285,3.671,3.54,3.316,141,0.272,inactive
