Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,CATS2D Lipophilic-Lipophilic at lag 03,CATS2D Lipophilic-Lipophilic at lag 06,Frequency of C - C at topological distance 3,Information Content index (neighborhood symmetry of 2-order),mean information content on the distance degree equality,Balaban-like index from distance/detour matrix,Balaban-like index from Barysz matrix weighted by mass,path/walk 5 - Randic shape index,ring perimeter,AgonistClass
e1488,31.683,10,16,26,3.872,3.619,12.6023,2.6965,0.11,12,inactive
e1489,25.778,11,11,21,4.152,4.011,12.8606,2.1444,0.1,15,inactive
e1490,19.086,0,0,12,4.683,3.916,12.2459,1.8995,0.1,17,inactive
e1491,34.314,0,0,13,4.908,4.176,16.8503,3.5153,0.109,6,inactive
e1492,13.771,1,0,12,4.844,4.222,13.8529,2.2063,0.103,14,inactive
e1493,8.163,0,0,6,4.47,3.625,11.0435,2.5247,0.095,11,inactive
e1494,33.193,5,4,27,4.006,4.098,12.5812,1.15,0.106,24,inactive
e1495,19.475,1,0,10,4.666,4.324,13.2685,2.2615,0.093,11,inactive
e1496,37.364,8,5,31,4.301,4.31,17.3476,2.1967,0.103,17,inactive
e1497,21.313,11,8,24,4.262,3.855,12.745,2.3522,0.097,18,inactive
e1498,41.537,0,8,8,3.116,3.059,11.3053,3.6647,0.075,5,inactive
e1499,6.441,7,0,9,3.686,3.085,9.5701,2.3206,0.066,6,inactive
e1500,61.843,4,7,25,5.111,4.765,15.8494,2.2684,0.102,16,inactive
e1501,22.775,0,0,9,3.864,3.419,13.7227,3.0133,0.084,6,inactive
e1502,22.39,6,7,19,4.11,3.684,12.9314,2.2654,0.098,12,inactive
e1503,21.661,9,7,19,4.231,4.005,11.2626,1.8093,0.086,12,inactive
e1504,43.928,24,18,41,4.029,4.193,11.606,1.3136,0.091,24,inactive
e1505,26.93,2,5,21,3.554,3.391,14.1222,2.4721,0.103,14,inactive
e1506,26.156,9,10,24,4.227,4.44,11.9531,1.8844,0.09,18,inactive
e1508,16.388,6,7,12,4.136,4.297,13.5278,2.4532,0.1,15,inactive
e1509,15.605,3,9,17,3.833,3.617,11.5938,2.6213,0.101,11,inactive
e1510,17.723,10,4,16,4.29,3.916,11.6696,2.423,0.097,11,inactive
e1511,36.291,42,29,50,4.051,4.43,13.5445,1.4449,0.119,22,inactive
e1512,30.621,2,10,22,5.105,4.664,14.227,1.9138,0.093,15,inactive
e1513,33.216,4,4,29,4.826,3.844,18.1398,2.0169,0.125,18,inactive
e1514,39.168,18,13,34,3.685,3.604,11.4851,2.0701,0.102,18,inactive
e1515,24.724,3,0,20,4.817,4.404,11.8367,2.2553,0.095,17,inactive
e1516,27.22,19,12,33,4.561,4.244,19.5253,2.1439,0.103,15,inactive
e1517,48.134,0,0,10,4.248,4.139,16.0203,2.6699,0.062,9,inactive
e1518,30.615,10,7,22,4.503,4.004,11.4171,1.8643,0.086,16,inactive
e1519,17.665,1,0,19,4.38,4.252,11.6541,1.863,0.097,17,inactive
e1520,18.665,5,0,14,4.708,3.53,13.5377,3.3117,0.103,6,inactive
e1521,14.358,0,0,7,4.438,3.684,13.5321,2.3038,0.087,9,inactive
e1522,18.507,10,8,17,3.394,3.322,11.248,2.8835,0.099,12,inactive
e1523,32.341,25,18,33,3.809,3.422,11.8474,2.0632,0.1,18,inactive
e1524,26.213,7,3,27,4.581,4.459,17.1743,2.4416,0.085,10,inactive
e1525,38.961,11,8,22,4.957,4.651,14.3502,1.9211,0.081,11,inactive
e1526,18.639,11,4,15,4.157,3.708,11.7401,2.3228,0.08,12,inactive
e1527,13.154,12,7,26,3.83,4.143,22.5226,2.0798,0.125,18,inactive
e1528,34.001,40,17,46,3.701,3.835,21.1915,1.6178,0.111,17,inactive
e1529,24.909,8,6,25,4.268,4.21,11.4987,1.3266,0.094,21,inactive
e1530,31.63,5,0,27,3.941,4.06,11.4627,1.5394,0.092,18,inactive
e1531,5.6,1,0,7,4.054,3.337,11.2346,2.489,0.082,11,inactive
e1532,35.369,23,25,38,4.123,4.438,12.4177,1.9313,0.088,18,inactive
e1533,16.283,8,4,28,4.401,4.324,13.7382,1.5072,0.113,19,inactive
e1534,18.602,13,4,16,3.94,3.471,12.5317,3.0899,0.072,6,inactive
e1535,4.252,0,0,7,3.825,3.252,9.3246,2.8916,0.069,5,inactive
e1536,0.346,0,0,12,1.807,2.379,23.6074,3.6056,0.1,10,inactive
e1537,2.511,6,1,8,3.318,2.646,8.7761,2.7964,0.07,6,inactive
e1538,44.188,31,32,31,2.521,3.774,29,3.5366,0.054,0,inactive
e1539,4.312,6,0,7,3.522,2.355,9.7493,4.0816,0.065,6,inactive
e1540,0,0,0,2,2.073,1.686,10,4.2571,0.029,0,inactive
e1541,0.42,0,0,4,3.468,2.197,8.4791,3.2152,0.066,6,inactive
e1542,0,0,0,2,3.664,2.25,7.4138,3.3882,0.04,5,inactive
e1544,183.711,0,0,19,4.343,4.139,22.6073,4.1236,0.096,6,inactive
e1545,1.003,0,0,1,3.572,2,7,4.0552,0.015,0,inactive
e1546,12.032,2,1,12,4.209,3.69,15.296,3.4743,0.11,10,inactive
e1547,5.567,2,1,7,3.795,3.418,9.8073,3.0375,0.083,6,inactive
e1548,1.988,3,0,7,3.281,2.413,9.1259,2.9618,0.068,6,inactive
e1549,16.895,12,9,13,2.116,3.146,16,2.8519,0.056,0,inactive
e1550,0,4,0,4,3.057,1.95,6,3.783,0,0,inactive
e1551,8.533,0,2,9,3.588,3.085,9.8378,3.0053,0.073,6,inactive
e1552,0,0,0,2,3.109,1.379,6,3.2598,0,0,inactive
e1553,2.865,0,0,5,3.044,2.322,9.405,3.3837,0.079,6,inactive
e1554,4.809,0,1,5,3.784,2.845,9.0737,2.9796,0.077,6,inactive
e1555,7.546,0,0,2,3.784,2.948,8,4.0588,0.036,0,inactive
e1556,15.769,6,3,9,3.353,3.375,15,3.0935,0.051,0,inactive
e1557,0.272,0,0,4,3.457,2.156,8.1463,3.0415,0.068,6,inactive
e1558,0.554,2,0,7,2.5,1.792,9.6214,3.2975,0.087,6,inactive
e1559,6.986,0,0,5,3.97,3.239,12,4.327,0.076,0,inactive
e1560,5.36,4,2,5,3.092,1.837,8,2.939,0.038,0,inactive
e1561,0,0,0,1,3.64,2.25,7.4138,2.8017,0.04,5,inactive
e1562,9.257,0,0,4,4.45,3.75,11.0426,2.3831,0.091,11,inactive
e1563,11.988,2,0,5,3.644,2.752,8.4936,2.1136,0.048,5,inactive
e1564,5.894,3,5,10,3.629,3.203,10.0496,2.1463,0.083,12,inactive
e1565,0.474,0,0,3,3.64,2.371,9.1454,3.4597,0.078,6,inactive
e1566,48.352,14,12,24,3.121,4.285,30,3.7276,0.05,0,inactive
e1567,0.458,0,0,3,3.5,2.156,8.1463,2.9757,0.068,6,inactive
e1568,0.274,0,0,3,2.046,2.171,19,6.9163,0.04,0,inactive
e1569,10.268,0,0,4,3.628,3.7,12,4.2604,0.054,0,inactive
e1570,117.29,4,12,44,5.273,5.745,19.916,2.0435,0.083,16,inactive
e1571,27.285,2,2,17,4.061,3.418,13.724,2.7348,0.089,12,inactive
e1572,22.922,5,4,17,4.127,3.446,11.23,2.3915,0.092,12,inactive
e1573,12.162,25,7,29,3.347,3.281,19.7828,2.261,0.122,15,inactive
e1574,13.619,4,1,7,3.73,3.907,14,3.5081,0.057,0,inactive
e1575,29.222,35,20,43,4.28,4.431,18.2004,1.4471,0.097,22,inactive
e1576,43.863,44,34,46,4.138,4.444,15.2769,1.7441,0.086,15,inactive
e1577,26.175,4,8,12,3.986,3.584,10.7256,2.5847,0.084,11,inactive
e1578,19.624,0,0,2,3.118,2.358,15,5.2301,0.049,0,inactive
e1579,0,16,1,5,3.722,3.19,12.3794,3.2875,0.107,6,inactive
e1580,13.744,5,7,17,4.626,4.658,14.1477,1.989,0.087,18,inactive
e1581,85.832,0,0,22,4.319,5.107,16.359,1.7568,0.103,23,inactive
e1582,0,4,0,5,3.406,2.725,8.998,3.4802,0.071,6,inactive
e1583,3.631,0,0,5,2.478,2.873,25,7.3945,0.045,0,inactive
e1584,7.232,4,4,10,2.938,3.005,11.5808,2.2119,0.078,12,inactive
e1585,13.382,8,8,14,3.625,3.146,12.0617,3.05,0.096,12,inactive
e1586,13.668,6,0,14,3.071,2.725,10.07,1.6491,0.08,12,inactive
e1587,4.991,8,1,10,3.72,1.959,9.6828,2.8318,0.076,6,inactive
e1588,8.749,14,4,19,3.352,3.577,12.184,2.55,0.085,12,inactive
e1589,11.549,7,4,9,3.287,3.236,13,3.0484,0.049,0,inactive
e1590,3.272,4,1,8,3.082,2.664,9.2029,3.0549,0.081,6,inactive
e1591,1.446,0,0,2,3.039,2.732,9.8352,3.6815,0.086,6,inactive
e1592,0.322,0,0,3,3.625,2.948,8.7559,3.3379,0.074,6,inactive
e1593,10.021,3,0,10,4.039,3.932,10.913,2.122,0.081,11,inactive
e1594,6.735,6,0,7,3.516,2.355,9.7493,3.9522,0.065,6,inactive
e1595,0,0,0,0,3.252,2.807,6,3.5132,0.022,0,inactive
e1596,0,0,0,0,2.646,1.522,4,3.122,0,0,inactive
e1597,14.913,0,0,6,3.896,3.572,12.5231,2.4501,0.093,8,inactive
e3387,0,0,0,7,3.042,2.156,7.5613,2.6344,0.035,5,inactive
e1599,50.194,26,24,45,4.437,4.103,16.3591,2.3729,0.097,22,inactive
e1600,32.651,9,18,32,4.229,4.604,17.9447,2.0391,0.108,26,inactive
e1601,11.625,0,0,6,4.615,3.69,11.4753,2.4337,0.095,11,inactive
e1602,12.16,2,6,13,3.905,3.617,11.6024,2.7358,0.065,6,inactive
e1603,18.117,18,10,24,3.351,3.44,11.5312,2.7498,0.112,12,inactive
e1604,26.951,8,5,18,3.981,3.789,13.891,2.4481,0.106,15,inactive
e1605,0,8,0,12,3.115,2.126,13.3212,2.0343,0.118,6,inactive
e1606,7.848,4,6,12,3.729,3.577,12.7787,2.5169,0.094,15,inactive
e1607,0.892,2,0,7,3.499,2.355,14.4188,2.8153,0.1,10,inactive
e1608,14.312,4,2,16,3.593,3.045,11.6106,1.8898,0.076,12,inactive
e1609,0,0,0,3,2.322,1.585,9.0029,3.4089,0.058,6,inactive
e1611,28.741,0,0,9,4.413,3.821,20,5.3218,0.076,0,inactive
e1613,0,10,0,11,2.874,2.118,10.4856,2.4361,0.079,6,inactive
e1614,11.148,1,0,8,4.287,3.453,12.4526,3.7796,0.079,6,inactive
e1615,0,0,0,2,2.822,1.918,5,3.1255,0,0,inactive
e1616,0,0,0,0,2.642,1.922,4,3.6229,0,0,inactive
e1617,28.718,1,0,25,4.481,3.844,18.1398,2.0674,0.125,18,inactive
e1618,18.651,3,0,13,4.215,3.682,10.4765,2.245,0.091,16,inactive
e1619,37.872,19,13,28,4.624,4.44,13.2309,2.0785,0.106,18,inactive
e1620,32.082,1,2,7,3.81,3.239,17,6.9514,0.055,0,inactive
e1621,25.106,0,0,4,3.867,3.646,13.5533,3.6497,0.08,5,inactive
e1622,12.89,0,0,6,4.543,3.884,12.4568,2.5705,0.088,11,inactive
e1624,36.912,15,11,36,4.258,4.24,16.105,1.5052,0.103,21,inactive
e1625,0.703,0,0,0,3.617,2.059,8,5.9204,0.032,0,inactive
e1626,27.104,13,2,27,3.931,3.887,14.4798,2.7373,0.069,6,inactive
e1627,79.964,4,8,29,5.067,5.069,25.7742,3.3038,0.085,6,inactive
e1628,23.534,12,9,30,4.246,3.629,16.5714,1.6215,0.128,18,inactive
e1630,13.674,20,14,24,4.03,3.725,11.5115,1.9919,0.099,12,inactive
e1631,0,0,0,2,2.027,2.352,16,6.6336,0.036,0,inactive
e1632,0,0,0,2,2.606,1.781,11,5.4841,0.046,0,inactive
e1633,0,0,0,1,3.252,2.722,9,5.22,0.033,0,inactive
e1634,28.911,10,10,30,3.982,3.671,12.0438,2,0.092,18,inactive
e1635,28.154,7,3,17,4.193,3.17,10.1433,2.3025,0.095,16,inactive
e1636,0,0,0,7,3.747,2.322,9.8061,3.0993,0.063,6,inactive
e1637,32.622,11,11,21,4.534,4.404,14.0478,1.8723,0.082,8,inactive
e1638,31.008,1,1,6,3.88,3.326,18,5.9774,0.043,0,inactive
e1639,1.863,0,0,2,3.984,3.325,13.6667,2.9615,0.095,9,inactive
e1640,78.11,15,6,32,4.758,4.753,14.087,2.1237,0.097,17,inactive
e1641,3.308,1,0,8,4.374,3.499,14.0523,2.2694,0.096,15,inactive
e1642,15.869,8,6,23,4.596,4.202,14.0095,1.7472,0.106,18,inactive
e3677,14.793,0,0,16,3.54,3.827,16.6808,2.271,0.129,12,inactive
e1644,34.582,2,4,27,5.38,5.154,13.334,1.5685,0.099,25,inactive
e1645,38.229,9,3,29,3.853,3.628,11.517,1.5798,0.097,18,inactive
e1646,22.314,2,1,8,4.349,3.309,16.5539,4.0738,0.094,10,inactive
e1647,35.305,1,2,12,4.868,4.263,14.5915,3.6453,0.092,6,inactive
e1648,8.243,2,3,20,4.451,4.437,21.7115,2.1409,0.125,18,inactive
e1649,42.123,29,16,43,3.771,3.793,13.1614,2.0232,0.082,18,inactive
e1650,82.268,2,2,27,4.682,4.335,19.4476,3.2107,0.077,12,inactive
e1651,47.636,20,14,39,3.949,3.879,12.4616,1.801,0.121,23,inactive
e1652,20.856,0,0,13,5.018,4.404,12.5602,2.0111,0.108,13,inactive
e1653,14.383,2,0,6,3.536,3.457,10.4846,2.6643,0.08,6,inactive
e1654,103.394,28,25,64,4.407,4.703,19.6009,1.3515,0.125,29,inactive
e1655,4.587,4,0,10,3.698,3.522,9.8667,2.6104,0.086,11,inactive
e1656,27.559,15,14,31,4.498,4.234,13.8992,1.6093,0.116,26,inactive
e1657,11.053,4,5,16,3.355,3.19,10.6015,2.8992,0.072,6,inactive
e1658,11.994,3,0,16,4.548,3.822,15.4831,2.3625,0.128,15,inactive
e1659,0,0,0,2,3,2.197,8.5565,3.0154,0.048,5,inactive
e1660,22.898,9,7,21,4.941,4.503,13.5649,1.6587,0.092,15,inactive
e1661,37.644,11,7,26,4.518,4.736,15.6547,2.1751,0.086,12,inactive
e1662,61.889,33,30,45,4.356,4.729,18.0346,1.863,0.121,19,inactive
e1663,10.536,2,3,15,4.539,3.932,13.9629,2.0542,0.108,15,inactive
e1664,26.442,2,2,15,4.804,3.894,15.2352,3.4163,0.069,6,inactive
e1665,25.995,2,5,18,4.553,4.404,12.6574,1.8092,0.083,12,inactive
e1666,28.557,22,19,31,4.086,4.47,16.5604,2.9631,0.075,6,inactive
e1667,14.477,6,10,20,3.605,4.248,15.0656,2.3444,0.114,16,inactive
e1668,104.688,5,4,39,5.292,5.657,30.6892,1.8104,0.09,35,inactive
e1669,45.149,2,2,18,5.015,4.208,13.2651,2.1671,0.109,12,inactive
e1670,3.829,3,0,8,3.423,3.085,10.1767,2.4429,0.095,11,inactive
e1671,49.051,18,16,27,3.526,5.072,16.7031,1.4607,0.079,11,inactive
e1672,35.477,10,11,25,4.614,4.513,15.9563,1.9362,0.108,19,inactive
e1673,22.455,2,0,14,4.463,4.168,13.3782,2.5142,0.097,15,inactive
e1674,32.298,3,6,21,4.091,3.907,13.5508,1.5491,0.08,12,inactive
e1675,21.83,6,0,17,4.188,4.122,12.5693,2.5091,0.101,12,inactive
e1676,24.117,19,10,28,3.779,3.708,12.2083,1.952,0.075,12,inactive
e1677,15.698,16,10,28,4.477,4.164,13.4771,1.9326,0.093,16,inactive
e1678,20.155,6,9,21,4.584,4.349,13.4166,2.0672,0.078,12,inactive
e1679,36.904,2,3,29,4.814,4.393,14.5354,1.9955,0.11,19,inactive
e1680,18.638,5,2,24,4.684,4.187,16.3133,1.8785,0.109,18,inactive
e1681,22.529,3,7,21,4.327,4.162,12.9654,2.0551,0.085,12,inactive
e1682,75.726,0,1,21,4.772,4.86,16.6711,2.0869,0.098,18,inactive
e1683,16.989,4,2,15,3.921,3.837,12.7687,3.1461,0.068,6,inactive
e1684,43.177,1,2,29,4.772,4.307,15.1159,2.0371,0.12,19,inactive
e1685,46.913,2,4,25,4.783,4.735,14.8283,2.0991,0.109,21,inactive
e1686,24.59,2,0,24,4.754,4.089,17.2451,2.151,0.116,15,inactive
e1687,45.614,0,0,13,4.438,4.444,16.3602,2.7443,0.071,9,inactive
e1688,34.009,12,11,32,4.439,4.45,12.7159,1.3858,0.106,21,inactive
e1689,11.284,4,2,10,3.923,3.379,10.7365,2.7903,0.077,6,inactive
e1690,0.723,5,0,9,3.471,3.122,13.0474,2.9882,0.086,9,inactive
e1691,46.609,50,31,52,3.281,4.45,20.129,1.4636,0.102,17,inactive
e1692,30.04,1,1,18,5.344,4.558,12.9209,1.8002,0.1,18,inactive
e1693,81.576,34,31,52,3.804,4.033,15.1626,1.6199,0.096,30,inactive
e1694,37.77,0,0,12,5.094,4.31,13.6378,2.0875,0.09,14,inactive
e1695,36.203,15,12,22,2.973,4.444,28,3.9553,0.074,0,inactive
e1696,6.122,0,0,4,4.002,3.239,12,4.3511,0.076,0,inactive
e1697,15.633,4,2,16,3.985,3.682,10.8575,1.8181,0.079,12,inactive
e1698,3.71,2,0,7,3.914,3.278,9.4828,2.9767,0.078,6,inactive
e1700,23.867,0,0,8,5.141,4.307,13.5837,2.647,0.088,9,inactive
e1701,7.694,0,0,3,3.605,2.722,9,4.2263,0.047,0,inactive
e1702,23.77,1,0,25,4.415,4.133,16.3807,2.319,0.119,16,inactive
e1703,20.309,36,13,38,3.898,4.022,21.1841,1.6461,0.112,17,inactive
e1704,0,0,0,2,3.107,2,8.5279,3.3576,0.057,6,inactive
e1705,64.295,28,34,43,3.983,4.932,19.38,1.9753,0.086,10,inactive
e1706,33.691,2,8,18,3.952,3.95,17.2196,2.7598,0.099,10,inactive
e1707,15.917,0,0,4,3.559,2.95,14.179,3.0492,0.103,9,inactive
e1708,11.169,2,0,11,4.664,3.784,14.4646,2.7377,0.096,9,inactive
e1709,59.916,9,7,49,4.925,5.059,20.2901,1.3276,0.117,27,inactive
e1710,26.389,23,7,35,4.117,4.182,12.5098,1.4401,0.096,22,inactive
e1711,4.577,5,0,9,4.263,3.625,16.9942,2.4446,0.106,13,inactive
e1712,37.905,2,3,19,5.42,4.919,13.6497,1.8665,0.107,18,inactive
e1713,2.127,0,0,0,2.88,1.686,10,6.0485,0.029,0,inactive
e1714,10.064,0,0,11,3.881,2.953,10.8415,2.6052,0.063,6,inactive
e1715,8.734,4,4,13,3.19,3.236,17.1945,2.2749,0.105,13,inactive
e1716,42.858,8,14,25,4.636,4.513,19.986,2.053,0.106,15,inactive
e1717,7.433,1,0,6,4.002,3.393,9.9156,2.9027,0.084,6,inactive
e1718,16.624,5,2,17,3.979,3.722,10.6723,1.7734,0.084,12,inactive
e1719,31.469,8,3,31,3.996,4.282,13.7824,1.3755,0.112,23,inactive
e1720,32.808,9,4,25,4.633,4.385,12.7937,1.6473,0.094,15,inactive
e1721,52.714,11,9,35,5.172,4.802,18.3166,1.7136,0.109,15,inactive
e1722,54.083,9,4,36,4.898,4.76,16.057,1.9299,0.103,16,inactive
e1723,27.441,2,5,11,4.534,4.054,13.2092,2.5202,0.057,3,inactive
e1724,23.134,0,0,11,4.882,4.335,15.5588,2.3178,0.126,14,inactive
e1725,46.286,49,46,57,4.286,4.297,18.0685,1.8988,0.07,12,inactive
e1726,88.864,29,19,55,4.741,5.08,20.496,2.1259,0.097,13,inactive
e1727,17.927,10,5,19,3.993,3.827,10.822,1.9956,0.084,12,inactive
e1728,37.507,9,4,27,4.333,3.278,12.6711,1.936,0.097,20,inactive
e1729,15.789,5,6,20,4.256,4.011,12.3896,1.9494,0.102,13,inactive
e1730,24.358,4,9,22,3.844,3.88,16.896,2.4604,0.117,17,inactive
e1731,20.324,10,7,23,3.976,4.011,17.5917,2.1154,0.115,20,inactive
e1732,24.498,10,5,38,5.056,4.176,23.6673,1.8894,0.148,15,inactive
e1977,19.405,3,1,19,4.452,4.252,12.317,1.9386,0.103,13,inactive
e1734,24.243,8,6,27,4.381,4.437,18.2754,2.1492,0.117,20,inactive
e1735,25.142,10,9,37,5.079,4.35,23.5968,1.8417,0.148,15,inactive
e1736,32.718,10,12,25,4.203,4.176,14.7216,1.9525,0.112,20,inactive
e1737,28.478,19,18,33,4.383,4.263,18.7562,2.0591,0.113,14,inactive
e1738,27.68,10,7,25,4.146,4.437,18.2754,2.1724,0.117,20,inactive
e1739,9.474,7,3,13,4.215,3.522,12.5015,2.3671,0.094,9,inactive
e1740,0.969,2,0,5,3.007,2.732,9.3973,2.7356,0.079,11,inactive
e1741,23.802,9,6,21,4.187,3.616,11.8494,2.5336,0.114,12,inactive
e1742,13.591,0,0,8,3.923,3.617,14.7444,2.7547,0.104,9,inactive
e1743,407.436,21,20,30,4.313,3.366,13.92,2.5886,0.102,18,inactive
e1744,8.938,2,0,6,4.28,3.572,10.7622,2.2647,0.084,11,inactive
e1745,0,0,0,1,2.855,2.5,7,5.1215,0,0,inactive
e1746,79.439,7,8,20,5.072,4.702,13.4434,2.4101,0.093,17,inactive
e1747,61.104,7,8,22,5.072,4.722,12.3559,1.776,0.097,20,inactive
e1748,4.428,7,5,12,4.008,3.547,12.4747,2.2395,0.101,9,inactive
e1749,45.028,26,17,44,4.233,4.051,11.6932,1.4268,0.109,26,inactive
e1750,36.626,3,0,26,4.677,4.476,13.4427,1.627,0.098,21,inactive
e1751,32.459,12,13,31,4.103,4.31,14.1896,1.5786,0.121,22,inactive
e1752,26.782,0,0,9,4.884,4.484,14.3588,2.2206,0.078,9,inactive
e1753,23.2,9,4,19,3.887,3.572,9.7241,2.4225,0.102,9,inactive
e1754,29.451,7,8,35,4.785,4.582,20.6347,1.6836,0.122,26,inactive
e1755,8.273,0,4,0,2.363,2.187,10,6.6956,0.026,0,inactive
e1756,10.126,0,0,6,4.513,3.948,12.2073,2.5977,0.101,11,inactive
e1757,7.166,2,3,7,3.894,3.547,10.3712,2.9701,0.081,6,inactive
e1758,11.553,8,1,12,3.923,3.374,10.6333,2.9373,0.08,6,inactive
e1759,8.707,9,5,12,3.865,3.239,10.3965,2.5889,0.08,6,inactive
e1760,23.766,2,0,13,4.465,3.482,13.7376,2.7047,0.081,6,inactive
e1761,22.68,8,5,15,3.361,3.584,19,3.5729,0.072,0,inactive
e1762,7.989,3,0,10,4.039,3.085,9.9876,2.8801,0.073,6,inactive
e1763,46.381,6,1,21,4.304,3.249,11.0092,2.3242,0.099,16,inactive
e1764,20.18,3,6,13,4.089,3.446,14.2413,3.2811,0.083,6,inactive
e1765,0,1,0,2,3.547,2.725,8.998,3.1086,0.071,6,inactive
e1766,35.693,3,15,23,4.837,4.563,13.4546,1.4969,0.107,27,inactive
e1767,15.548,7,8,22,4.609,4.214,12.8122,1.7902,0.099,21,inactive
e1768,16.743,5,2,15,4.351,3.822,14.8575,2.699,0.112,16,inactive
e1769,13.18,5,3,14,4.115,3.915,12.2706,2.3631,0.093,9,inactive
e1770,6.543,8,0,12,3.415,3.061,11.1348,2.0057,0.081,12,inactive
e1771,29.576,2,4,22,5.06,4.718,14.6267,1.7066,0.094,16,inactive
e1772,50.447,0,4,15,4.272,4.059,35,4.5553,0.048,0,inactive
e1773,0,0,0,1,3.418,1.561,8.4152,2.9947,0.06,6,inactive
e1774,33.437,0,0,17,4.902,4.375,12.2175,1.9141,0.086,16,inactive
e1775,22.543,9,5,21,4.396,4.096,11.9395,1.9942,0.099,20,inactive
e1776,6.591,7,5,10,3.428,2.752,9.3846,2.5055,0.082,6,inactive
e1777,0,0,0,1,3.022,2.446,9,4.989,0.05,0,inactive
e1778,21.634,14,12,17,3.689,3.823,21,3.2621,0.055,0,inactive
e1779,2.632,2,1,6,3.086,2.419,8.3809,2.1682,0.078,6,inactive
e1780,22.709,9,13,19,3.924,3.684,12.6858,2.2836,0.09,12,inactive
e1781,16.913,1,0,8,4.349,3.453,12.4526,3.7131,0.079,6,inactive
e1784,25.169,10,8,26,3.729,3.684,11.1552,1.8838,0.096,18,inactive
e1785,17.288,11,10,19,3.052,3.499,10.4791,2.2434,0.097,12,inactive
e1786,23.798,35,10,38,3.873,3.607,18.354,2.1853,0.113,14,inactive
e1787,257.831,3,1,10,4.054,2.985,14.2126,3.6094,0.088,6,inactive
e1788,110.892,0,0,14,4.031,3.916,15.974,4.396,0.105,6,inactive
e1789,187.668,5,9,15,4.365,4.005,15.7318,3.496,0.088,6,inactive
e1790,4.564,0,0,4,3.469,2.418,9.8425,3.5909,0.066,5,inactive
e1791,26.251,13,9,22,3.662,3.484,11.8293,2.5628,0.104,12,inactive
e1792,24.301,9,8,26,4.199,4.054,15.8414,2.3542,0.119,16,inactive
e1793,17.015,0,0,8,4.607,4.202,14.1252,2.384,0.112,14,inactive
e1794,31.924,20,17,43,4.354,4.164,24.3815,1.7565,0.124,19,inactive
e1795,24.741,4,7,19,4.163,3.522,17.6263,2.3982,0.113,14,inactive
e1796,49.427,7,7,40,4.775,4.696,23.1603,1.6062,0.128,21,inactive
e1797,41.708,10,24,29,4.062,3.792,11.7983,2.155,0.117,18,inactive
e1798,36.319,0,4,11,4.476,4.143,11.6208,2.4867,0.078,10,inactive
e1799,34.97,3,4,20,4.334,4.282,17.1472,3.0975,0.075,6,inactive
e1800,36.592,8,8,25,3.968,4.64,17.5353,2.2096,0.095,10,inactive
e1801,27.999,25,10,34,3.855,4.316,14.5373,1.9479,0.098,16,inactive
e1802,119.172,8,11,55,5.259,5.494,26.9029,1.5708,0.103,44,inactive
e1803,13.653,4,0,9,3.908,3.284,11.799,3.322,0.081,12,inactive
e1804,29.508,11,10,27,4.643,4.533,12.4868,1.7364,0.088,20,inactive
e1805,19.932,6,1,16,4.967,4.418,14.1866,1.8203,0.101,16,inactive
e762,21.778,12,8,23,4.254,3.726,10.3675,1.9705,0.089,17,inactive
e1807,9.168,5,2,10,3.971,3.625,11.822,3.0068,0.092,11,inactive
e1808,8.657,2,0,4,3.567,2.611,10.4166,4.5062,0.071,6,inactive
e1809,6.354,4,2,7,3.788,2.722,9,3.3523,0.039,0,inactive
e1810,14.413,19,1,30,4.073,4.037,15.2611,2.1957,0.13,8,inactive
e1811,6.851,2,0,8,3.584,3.128,12.0864,3.3696,0.072,6,inactive
e1812,5.95,2,1,6,3.57,3.096,8.9146,2.4367,0.076,6,inactive
e1813,98.608,13,29,70,4.319,4.535,29.989,1.5745,0.123,30,inactive
e1814,19.611,0,0,3,3.323,2.406,15,5.595,0.059,0,inactive
e1815,0.393,0,0,4,2.774,2.197,8.4791,2.7553,0.066,6,inactive
e1816,41.554,32,11,39,4.292,3.767,20.4536,2.41,0.108,14,inactive
e1817,6.385,2,2,7,3.698,3.252,10.0402,3.1336,0.077,6,inactive
e1818,0.51,1,0,4,3.573,2.948,8,3.8675,0.022,0,inactive
e1820,0,0,0,0,3.239,2.128,6,6.695,0,0,inactive
e1821,8.853,0,0,5,4.085,3.323,10.4631,3.0735,0.061,6,inactive
e1822,34.011,6,13,22,4.161,3.863,18.4046,2.3217,0.1,14,inactive
e1823,23.361,1,6,20,4.516,4.002,14.5148,2.4242,0.096,9,inactive
e1824,36.786,24,23,32,4,4.085,14.0138,2.2981,0.094,12,inactive
e1825,28.164,10,0,18,3.992,4.002,15.3918,3.1881,0.084,6,inactive
e1826,0,0,0,0,3.393,1.75,8.3978,2.6578,0.062,6,inactive
e1827,32.491,13,14,26,3.976,4.176,10.5453,1.5925,0.101,18,inactive
e1828,35.338,31,32,31,2.759,3.774,29,4.0505,0.054,0,inactive
e1829,47.739,49,29,52,3.999,4.556,19.9696,1.4779,0.097,17,inactive
e1830,35.597,34,10,47,4.311,4.45,19.1,1.4878,0.093,17,inactive
e1831,22.022,22,11,28,3.128,3.266,16.7698,3.2127,0.104,10,inactive
e1832,35.929,24,12,26,3.734,3.182,13.3973,2.7225,0.088,12,inactive
