Id,Frequency of C - C at topological distance 3,Moriguchi octanol-water partition coeff. (logP),squared Moriguchi octanol-water partition coeff. (logP^2),molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 2 of Burden matrix weighted by mass,normalized leading eigenvalue from augmented edge adjacency mat. weighted by dipole moment,Balaban V index,all-path Wiener index,first Zagreb index by Madan vertex degrees,BindingClass
e1312,10,0.368,0.135,4.523,0.313,3.827,0.161,0.222,3304,111.476,inactive
e1313,9,0.059,0.004,2.833,0.319,3.72,0.26,0.465,845,102.016,inactive
e1314,11,4.29,18.401,2.197,0.237,3.549,0.15,0.444,816,65.572,inactive
e1315,3,0.454,0.206,0.693,0.266,3.87,0.426,0.643,244,138.872,inactive
e1316,26,5.16,26.627,5.901,0.339,3.773,0.214,0.338,1950,88,inactive
e1317,9,3.081,9.494,3.596,0.362,3.485,0.285,0.476,862,75.623,inactive
e1318,20,3.788,14.35,6.614,0.363,4.017,0.205,0.297,4896,168.078,inactive
e1319,8,1.999,3.995,3.703,0.287,3.571,0.244,0.348,898,71.255,inactive
e1320,8,0.362,0.131,2.485,0.265,3.701,0.204,0.379,925,99.258,inactive
e1321,9,3.186,10.15,0,0.228,3.509,0.244,0.638,244,50.054,inactive
e1322,31,3.367,11.334,7.044,0.363,3.874,0.154,0.271,20048,146.563,inactive
e1324,3,0.384,0.147,0,0.349,3.707,0.281,0.49,696,161.309,inactive
e1328,9,1.599,2.555,4.123,0.263,3.478,0.261,0.404,786,74.8,inactive
e1329,14,3.197,10.218,5.657,0.316,3.83,0.208,0.228,6091,152.894,inactive
e1330,25,2.656,7.056,6.041,0.344,3.729,0.17,0.263,4892,135.049,inactive
e1331,14,1.372,1.884,5.06,0.319,3.777,0.19,0.233,4065,104.536,inactive
e1332,4,0.575,0.331,0,0.341,3.146,0.466,0.645,167,40.629,inactive
e1333,2,-0.741,0.55,0,0.312,3.239,0.422,0.583,219,50.696,inactive
e1334,4,-2.981,8.887,0,0.372,3.354,0.293,0.558,599,80.084,inactive
e1335,15,-1.117,1.249,5.241,0.341,3.791,0.141,0.242,5639,153.903,inactive
e1336,11,1.366,1.867,6.325,0.303,4.266,0.125,0.246,6868,250.053,inactive
e1339,12,1.651,2.727,4.375,0.31,3.485,0.217,0.443,1270,91.014,inactive
e1340,11,4.479,20.061,4.722,0.361,10.692,0.22,0.474,1193,535.26,inactive
e1341,31,-3.148,9.908,7.564,0.375,3.824,0.081,0.164,98059,279.955,inactive
e1343,26,3.499,12.241,7.496,0.348,4.063,0.134,0.25,27658,230.553,inactive
e1344,23,3.785,14.326,6.804,0.349,3.87,0.18,0.3,6474,139.022,binder
e1346,14,2.081,4.329,5.393,0.322,3.703,0.175,0.253,4486,97.832,inactive
e1347,4,0.846,0.716,0,0.274,2.963,0.368,0.643,131,31.721,inactive
e1348,21,2.837,8.047,3.943,0.322,3.628,0.176,0.312,2218,106.827,inactive
e1350,6,2.965,8.789,4.321,0.31,3.807,0.249,0.33,1011,107.307,binder
e1351,11,1.582,2.504,4.644,0.314,3.74,0.223,0.282,2755,147.343,inactive
e1352,7,-0.07,0.005,4.467,0.285,3.771,0.259,0.365,1484,133.237,inactive
e1353,9,1.815,3.294,5.804,0.315,4.185,0.213,0.279,3546,182.576,inactive
e1354,14,1.445,2.088,5.922,0.335,3.826,0.161,0.25,3674,112.468,inactive
e1355,24,3.664,13.422,4.925,0.321,3.961,0.132,0.156,15818,162.984,inactive
e1356,21,1.74,3.028,7.097,0.329,3.82,0.157,0.268,6272,120.7,inactive
e1357,30,2.797,7.825,6.735,0.347,3.824,0.142,0.277,6288,160.563,inactive
e1361,5,0.971,0.942,5.577,0.33,4.182,0.247,0.308,2231,166.724,inactive
e1362,7,1.793,3.216,5.558,0.318,3.789,0.26,0.318,1929,129.935,inactive
e1363,13,1.619,2.622,3.045,0.327,3.631,0.239,0.332,1524,80.377,inactive
e1364,18,2.037,4.149,6.401,0.359,3.502,0.208,0.383,2494,98.386,inactive
e1366,13,1.154,1.333,5.942,0.304,3.821,0.158,0.25,4312,118.682,inactive
e1367,30,4.079,16.64,5.909,0.349,3.729,0.173,0.302,3276,123.949,inactive
e1368,25,3.488,12.166,6.422,0.335,3.729,0.181,0.247,3921,116.85,inactive
e1370,8,1.478,2.183,5.259,0.334,4.72,0.162,0.244,7110,239.504,inactive
e1371,8,0.945,0.894,4.29,0.383,3.45,0.287,0.426,1952,78.483,inactive
e1374,18,3.24,10.499,6.055,0.347,3.839,0.176,0.32,3329,108.696,inactive
e1375,43,5.308,28.17,5.897,0.329,3.795,0.12,0.215,17594,158.872,binder
e1376,43,4.472,19.996,5.971,0.336,3.809,0.116,0.214,19531,166.976,binder
e1378,17,4.772,22.77,4.533,0.236,3.643,0.171,0.41,1752,88.428,inactive
e1379,19,5.134,26.355,4.727,0.237,3.657,0.156,0.398,2279,96.428,inactive
e1380,60,1.593,2.538,7.414,0.371,3.922,0.071,0.167,61972,295.378,binder
e1381,16,0.981,0.963,6.418,0.364,3.59,0.204,0.352,2860,100.496,inactive
e1383,9,3.39,11.494,5.238,0.343,3.7,0.199,0.368,1730,121.394,inactive
e1387,37,1.841,3.389,7.325,0.381,3.782,0.145,0.229,64901,173.598,inactive
e1388,18,2.223,4.941,5.953,0.338,3.656,0.167,0.288,6551,103.382,inactive
e1393,66,0.735,0.541,7.51,0.395,3.866,0.082,0.192,489529,307.968,inactive
e1394,11,2.741,7.511,4.343,0.307,3.645,0.2,0.422,1205,120.223,inactive
e1395,24,3.376,11.396,6.331,0.308,3.861,0.123,0.215,10257,158.182,inactive
e1397,11,1.517,2.3,4.979,0.321,3.601,0.213,0.355,1707,101.953,inactive
e1399,28,1.935,3.743,7.379,0.368,4.15,0.127,0.232,27146,193.43,inactive
e2520,0,-2.832,8.021,0,0.368,4.169,0.403,1.127,136,147.925,inactive
e1401,28,2.94,8.646,5.272,0.345,3.827,0.13,0.208,10381,151.251,inactive
e1403,5,-3.601,12.968,0,0.209,3.439,0.363,0.776,170,57.556,inactive
e1405,38,-3.353,11.245,5.474,0.354,4.011,0.103,0.223,10510,218.46,inactive
e1406,17,-2.929,8.581,5.621,0.339,3.802,0.185,0.345,3757,176.296,inactive
e1407,68,-2.029,4.116,6.387,0.357,3.901,0.086,0.166,157684,256.615,inactive
e1408,13,-3.741,13.994,2.303,0.213,3.7,0.205,0.484,883,81.552,inactive
e1409,9,-4.782,22.866,2.303,0.202,3.674,0.268,0.576,393,65.552,inactive
e1410,11,-1.833,3.36,4.467,0.311,3.565,0.235,0.437,1056,88.611,inactive
e1411,46,2.904,8.431,7.494,0.395,3.77,0.133,0.23,192569,175.253,inactive
e1412,63,-0.854,0.73,8.116,0.365,3.965,0.076,0.15,949634,278.903,inactive
e1413,48,-7.165,51.34,5.813,0.38,3.766,0.102,0.372,9732,186.955,inactive
e1414,4,0.714,0.509,4.451,0.286,3.833,0.212,0.303,2068,142.465,inactive
e1415,11,1.442,2.08,5.375,0.346,3.612,0.19,0.314,3856,117.774,inactive
e1421,8,0.253,0.064,0,0.342,3.464,0.253,0.492,595,69.338,inactive
e1424,8,-0.643,0.413,2.398,0.37,3.364,0.268,0.462,1084,72.726,inactive
e1426,18,1.291,1.667,3.638,0.316,3.695,0.152,0.479,2986,133.539,inactive
e1429,8,1.746,3.05,5.041,0.331,3.641,0.273,0.385,1114,73.016,inactive
e1432,16,5.919,35.037,2.639,0.242,3.616,0.185,0.438,1462,88.532,inactive
e1433,3,-3.38,11.427,0,0.271,3.392,0.377,0.637,194,51.027,inactive
e1434,21,0.548,0.3,5.323,0.396,3.772,0.173,0.303,12781,150.35,inactive
e1435,15,5.756,33.128,2.996,0.239,3.592,0.123,0.427,1140,70.694,inactive
e1436,15,1.774,3.148,6.654,0.346,10.696,0.149,0.281,5547,729.403,inactive
e1437,11,-0.224,0.05,5.372,0.333,3.642,0.244,0.354,1393,76.35,inactive
e1438,15,0.675,0.455,5.958,0.347,3.68,0.242,0.356,1893,86.35,inactive
e1439,11,2.357,5.558,0,0.3,3.435,0.319,0.531,383,56.768,inactive
e1441,14,2.79,7.786,5.356,0.333,3.822,0.216,0.296,2228,153.764,inactive
e1442,14,2.186,4.777,4.575,0.341,3.818,0.171,0.277,4455,135.735,inactive
e1443,1,0.489,0.239,0,0.299,3.514,0.388,0.825,164,137.16,inactive
e1444,23,0.576,0.332,5.18,0.338,3.761,0.139,0.197,9277,143.096,inactive
e1446,15,0.931,0.868,7.07,0.32,4.715,0.207,0.3,5712,208.392,inactive
e1447,8,2.385,5.688,5.732,0.331,3.733,0.221,0.385,1114,96.954,inactive
e1448,16,0.849,0.721,4.945,0.291,3.682,0.177,0.39,1995,113.206,inactive
e1451,4,0.122,0.015,4.523,0.261,3.791,0.31,0.39,522,71.503,inactive
e1452,2,-1.503,2.259,0,0.306,3.594,0.338,0.816,207,97.701,inactive
e1453,16,2.088,4.359,4.718,0.308,3.734,0.204,0.27,3913,155.343,inactive
e1454,8,1.319,1.739,4.624,0.318,3.746,0.234,0.29,2263,143.343,inactive
e1455,45,6.456,41.674,6.8,0.324,3.819,0.091,0.171,33993,208.791,inactive
e1456,11,1.203,1.448,6.264,0.307,4.26,0.142,0.266,4549,181.758,inactive
e1458,13,4.539,20.603,2.303,0.238,3.572,0.125,0.435,969,68.827,inactive
e1461,7,-1.825,3.331,0,0.323,3.444,0.317,0.486,482,63.559,inactive
e1462,14,2.316,5.362,6.565,0.365,3.437,0.236,0.435,1380,72.207,inactive
e1463,14,2.549,6.496,5.529,0.336,3.818,0.181,0.286,3371,112.938,inactive
e1464,13,2.726,7.431,5.859,0.332,3.815,0.181,0.288,2788,104.8,inactive
e1467,7,0.934,0.872,0,0.422,4.501,0.459,1.061,266,160.861,inactive
e1468,1,-3.272,10.709,0,0.31,3.109,0.537,0.964,65,39.559,inactive
e1469,20,3.069,9.419,4.573,0.304,3.624,0.169,0.37,2158,111.67,inactive
e1470,3,-2.485,6.177,0,0.274,3.386,0.414,0.689,143,44.149,inactive
e1473,6,1.377,1.896,2.784,0.3,3.499,0.299,0.44,508,60.372,inactive
e4312,12,-1.41,1.988,0,0.4,3.04,0.459,0.998,88,38.775,inactive
e1476,12,1.564,2.446,4.243,0.329,3.58,0.241,0.379,1172,69.264,inactive
e1477,8,-2.8,7.837,4.123,0.35,3.557,0.253,0.465,835,83.766,inactive
e1479,14,2.237,5.002,4.415,0.305,3.659,0.19,0.316,1687,109.079,inactive
e1481,12,0.633,0.4,4.852,0.367,3.653,0.227,0.306,4688,147.549,inactive
e1483,28,2.135,4.56,7.243,0.359,3.857,0.127,0.203,24386,171.94,inactive
e1484,19,1.376,1.893,5.669,0.298,3.873,0.147,0.151,13362,186.11,inactive
e1486,26,1.281,1.64,4.86,0.303,3.754,0.1,0.193,15030,192.357,inactive
e1487,25,3.418,11.684,7.115,0.323,3.995,0.113,0.219,12466,185.663,inactive
e1488,26,3.194,10.2,6.115,0.322,3.729,0.171,0.334,3330,131.49,inactive
e1491,13,-2.713,7.363,4.344,0.315,3.528,0.161,0.48,2645,132.824,inactive
e1492,12,0.742,0.551,6.322,0.376,3.754,0.168,0.29,6578,125.638,inactive
e1493,6,0.443,0.196,4.533,0.353,3.766,0.266,0.35,1896,123.245,inactive
e1495,10,0.868,0.753,5.38,0.338,3.682,0.148,0.266,5977,151.736,inactive
e1496,31,3.794,14.398,7.046,0.349,3.845,0.131,0.26,12804,166.115,inactive
e1497,24,2.933,8.604,7.581,0.33,4.048,0.199,0.245,9250,183.921,inactive
e1498,8,1.735,3.01,3.497,0.296,3.618,0.278,0.458,1003,147.208,inactive
e1499,9,1.55,2.404,3.841,0.261,3.51,0.275,0.359,649,63.116,inactive
e1500,25,0.947,0.897,6.188,0.329,3.842,0.127,0.231,18001,237.96,inactive
e1501,9,-3.089,9.542,2.708,0.38,3.527,0.208,0.484,1381,103.451,inactive
e1502,19,2.877,8.277,5.082,0.341,3.758,0.18,0.312,3376,104.683,inactive
e1503,19,2.392,5.723,4.892,0.311,3.844,0.138,0.23,3897,114.032,inactive
e1505,21,2.085,4.349,5.23,0.35,3.684,0.161,0.313,4373,119.265,inactive
e1506,24,2.899,8.407,6.174,0.325,3.853,0.118,0.211,8936,165.068,inactive
e1508,12,4.231,17.899,7.187,0.356,4.097,0.188,0.251,7468,186.983,binder
e1509,17,3.122,9.749,5.564,0.368,3.715,0.216,0.379,2043,95.71,inactive
e1511,50,5.526,30.54,8.174,0.359,3.983,0.105,0.157,81889,189.307,inactive
e1512,22,1.355,1.837,6.875,0.327,3.958,0.111,0.19,21914,211.763,inactive
e1513,29,2.135,4.56,7.349,0.366,3.719,0.132,0.242,24502,163.629,inactive
e1514,34,-0.184,0.034,6.074,0.349,3.799,0.159,0.274,4797,135.684,inactive
e1515,20,3.681,13.551,6.579,0.354,3.803,0.147,0.277,5253,154.725,inactive
e1516,33,3.07,9.424,7.207,0.308,3.767,0.135,0.259,14490,137.387,inactive
e1517,10,2.326,5.41,6.047,0.326,4.061,0.115,0.235,12092,240.845,inactive
e1518,22,3.544,12.56,6.055,0.342,4.146,0.138,0.222,6145,179.074,inactive
e1519,19,0.892,0.795,6.008,0.325,3.712,0.148,0.222,8999,146.56,inactive
e1520,14,1.622,2.632,4.641,0.329,3.494,0.201,0.446,1463,92.357,inactive
e1521,7,0.255,0.065,5.593,0.346,3.596,0.193,0.315,3040,104.64,inactive
e1523,33,4.508,20.32,7.012,0.305,3.781,0.126,0.227,7967,149.064,inactive
e1525,22,2.369,5.613,5.327,0.303,3.866,0.12,0.222,9104,167.802,inactive
e1526,15,2.758,7.607,5.395,0.306,3.925,0.195,0.239,4596,176.523,inactive
e1527,26,3.198,10.224,7.199,0.363,3.729,0.167,0.288,14028,113.995,inactive
e1528,46,4.473,20.003,5.606,0.378,3.801,0.144,0.248,23359,148.872,inactive
e1529,25,2.883,8.309,6.114,0.335,3.875,0.123,0.159,18747,144.07,inactive
e1530,27,2.494,6.219,4.75,0.344,3.856,0.142,0.194,10095,152.005,inactive
e1531,7,1.708,2.917,6.037,0.338,3.792,0.195,0.318,2277,102.481,inactive
e1534,16,2.088,4.36,4.996,0.282,3.9,0.228,0.386,1630,130.442,inactive
e1535,7,-0.083,0.007,0,0.352,3.467,0.322,0.539,427,64.203,inactive
e1536,12,5.846,34.176,4.796,0.488,3.736,0.179,0.508,7638,273.327,inactive
e1537,8,2.242,5.026,0,0.322,3.363,0.313,0.52,308,46.104,inactive
e1538,31,9.445,89.208,3.178,0.256,3.682,0.085,0.451,3803,126,inactive
e1540,2,1.94,3.765,0,0.185,3.476,0.428,0.726,176,86.913,inactive
e1541,4,0.119,0.014,0,0.303,3.224,0.397,0.558,239,46.149,inactive
e1542,2,-0.436,0.19,0,0.31,3.187,0.382,0.621,159,42.356,inactive
e1544,19,-0.296,0.088,6.332,0.345,10.692,0.113,0.449,7276,632.189,inactive
e1545,1,-0.25,0.062,0,0.332,3.379,0.548,0.897,68,45.701,inactive
e1546,12,0.94,0.884,6.894,0.331,3.942,0.287,0.378,2570,133.433,inactive
e1548,7,0.93,0.864,0,0.322,3.415,0.349,0.51,379,56.532,inactive
e1549,13,5.42,29.375,2.197,0.237,3.577,0.123,0.444,816,62.694,inactive
e1550,4,1.442,2.08,0,0.302,3.005,0.639,1.074,44,30.768,inactive
e1551,9,1.02,1.041,3.446,0.345,3.519,0.284,0.476,557,64.017,inactive
e1552,2,0.329,0.108,0,0.19,3.156,0.458,0.875,48,29.519,inactive
e1554,5,0.806,0.649,2.784,0.307,3.375,0.332,0.477,392,55.255,inactive
e1555,2,0.16,0.026,0,0.312,3.427,0.48,0.816,98,50.365,inactive
e1558,7,4.405,19.407,4.691,0.295,3.849,0.278,0.426,536,75.496,inactive
e1559,5,-0.463,0.214,0,0.255,3.442,0.315,0.745,274,67.124,inactive
e1560,5,2.274,5.17,0,0.204,3.411,0.296,0.678,108,35.027,inactive
e1561,1,-0.642,0.412,0,0.31,3.313,0.536,0.621,159,61.647,inactive
e1562,4,-0.275,0.076,4.635,0.35,3.624,0.223,0.349,1909,100.012,inactive
e1563,5,1.262,1.593,2.197,0.262,3.599,0.34,0.365,485,96.465,inactive
e1564,10,2.022,4.09,5.211,0.311,3.793,0.216,0.282,1772,83.255,inactive
e1565,3,-1.805,3.257,0,0.307,3.32,0.358,0.544,314,54.28,inactive
e1566,24,1.432,2.05,3.135,0.292,3.753,0.119,0.436,4276,171.993,inactive
e1567,3,-0.035,0.001,0,0.301,3.111,0.339,0.573,184,36.082,inactive
e1568,3,4.756,22.617,0,0.416,3.657,0.263,1.05,676,186.703,inactive
e1569,4,-2.144,4.595,0,0.342,3.41,0.273,0.792,264,64.909,inactive
e1570,44,-2.058,4.235,6.181,0.324,3.867,0.059,0.198,42603,361.262,inactive
e1571,17,-0.04,0.002,5.321,0.365,3.884,0.156,0.254,5779,166.411,inactive
e1572,17,2.303,5.302,6.002,0.299,3.803,0.167,0.303,2491,118.199,inactive
e1573,29,3.345,11.191,6.741,0.35,3.728,0.194,0.327,6379,99.241,inactive
e1574,7,2.241,5.02,1.792,0.265,3.525,0.263,0.551,496,67.41,inactive
e1576,46,6.387,40.788,5.956,0.352,3.79,0.12,0.217,17492,154.104,inactive
e1578,2,1.353,1.83,0,0.303,4.246,0.26,0.731,477,249.164,inactive
e1580,17,4.059,16.476,6.828,0.339,3.959,0.127,0.193,20215,242.459,inactive
e1581,22,-6.446,41.557,5.509,0.385,3.801,0.082,0.186,63240,270.209,inactive
e1582,5,2.461,6.055,0,0.322,3.386,0.355,0.597,243,59.623,inactive
e1583,5,6.006,36.068,2.303,0.429,3.943,0.201,1.02,1381,328.024,inactive
e1584,10,2.801,7.843,5.511,0.319,3.925,0.164,0.244,4385,126.841,inactive
e1585,14,3.05,9.3,6.019,0.342,3.777,0.255,0.328,2384,109.756,inactive
e1586,14,3.019,9.115,4.42,0.289,3.82,0.146,0.218,2544,84.775,inactive
e1587,10,2.654,7.044,0,0.307,3.411,0.298,0.449,519,58.428,inactive
e1589,9,3.146,9.895,2.079,0.255,3.547,0.282,0.506,435,57.203,inactive
e1590,8,2.351,5.526,0,0.273,3.416,0.332,0.466,409,56.532,inactive
e1591,2,-0.011,0,0,0.308,3.239,0.326,0.541,399,67.406,inactive
e1592,3,-1.991,3.964,0,0.307,3.196,0.354,0.558,247,45.291,inactive
e1593,10,1.614,2.604,5.385,0.317,3.835,0.191,0.267,2761,106.413,inactive
e1594,7,1.518,2.304,0,0.314,3.746,0.43,0.492,490,98.169,inactive
e1595,0,-1.212,1.469,0,0.267,3.101,0.68,0.826,50,28.99,inactive
e1596,0,-0.41,0.168,0,0.2,2.908,1.008,0.853,20,19.593,inactive
e1597,6,-0.478,0.229,3.664,0.353,3.808,0.221,0.357,2419,191.834,inactive
e3387,7,-2.136,4.561,0,0.336,3.166,0.454,0.688,152,40.442,inactive
e1601,6,0.376,0.142,4.369,0.362,3.665,0.213,0.35,2206,106.984,inactive
e1603,24,3.243,10.518,6.56,0.333,3.729,0.188,0.342,2424,106.561,binder
e1604,18,4.204,17.678,7.632,0.342,3.914,0.152,0.27,8247,146.201,inactive
e1605,12,1.477,2.181,3.367,0.361,3.201,0.28,0.431,2115,78.872,inactive
e1606,12,2.152,4.63,7.612,0.33,4.043,0.246,0.262,5802,148.332,inactive
e1608,16,2.598,6.748,4.984,0.314,3.857,0.149,0.209,5294,125.942,inactive
e1609,3,0.325,0.106,0,0.289,2.897,0.328,0.595,243,48.311,inactive
e1611,9,-3.007,9.04,2.303,0.329,3.597,0.194,0.786,950,114.654,inactive
e1613,11,2.357,5.558,0,0.403,3.232,0.357,0.559,701,68.104,inactive
e1614,8,-0.004,0,4.652,0.313,3.893,0.209,0.453,1074,122.856,inactive
e1615,2,0.8,0.64,0,0.202,3.321,0.662,0.882,32,30.886,inactive
e1616,0,-0.41,0.168,0,0.2,2.565,0.899,1.106,18,22.642,inactive
e1617,25,1.381,1.907,7.349,0.366,3.711,0.132,0.242,24502,169.009,inactive
e1618,13,3.419,11.688,5.856,0.345,3.841,0.196,0.29,2906,146.975,inactive
e1619,28,5.605,31.416,7.019,0.356,10.692,0.132,0.218,13646,491.923,inactive
e1621,4,-2.281,5.204,3.258,0.289,4.408,0.198,0.427,1810,195.253,inactive
e1622,6,0.171,0.029,4.745,0.35,3.688,0.214,0.342,3241,140.274,inactive
e1624,36,4.978,24.781,6.887,0.336,3.979,0.11,0.173,28983,178.119,binder
e1625,0,-0.404,0.163,0,0.229,3.837,0.631,0.863,94,97.111,inactive
e1626,27,3.297,10.867,3.981,0.352,3.629,0.175,0.339,2540,118.827,inactive
e1627,29,-1.359,1.846,5.422,0.304,3.81,0.081,0.348,13690,255.694,inactive
e1628,30,3.347,11.202,6.59,0.371,3.829,0.146,0.225,28819,137.044,inactive
e1631,2,4.203,17.665,0,0.406,3.565,0.311,1.069,436,158.036,inactive
e1632,2,2.109,4.449,0,0.292,3.216,0.412,0.967,188,96.631,inactive
e1634,30,-0.586,0.343,6.026,0.354,3.835,0.158,0.248,6100,147.078,inactive
e1635,17,3.341,11.162,5.906,0.333,4.133,0.166,0.295,2534,140.313,inactive
e1636,7,-0.517,0.268,0,0.365,3.136,0.392,0.607,314,54.289,inactive
e1637,21,2.207,4.872,5.215,0.297,3.638,0.138,0.241,7669,132.843,inactive
e1638,6,-0.817,0.667,2.485,0.327,4.169,0.226,0.748,756,183.674,inactive
e1639,2,0.08,0.006,5.192,0.366,3.44,0.253,0.411,1586,89.78,inactive
e1641,8,1.974,3.895,6.74,0.363,3.728,0.2,0.302,4167,105.121,inactive
e1642,23,2.227,4.959,6.842,0.366,3.933,0.157,0.229,11815,125.682,inactive
e3677,16,0.117,0.014,4.771,0.352,3.588,0.211,0.335,6050,143.45,inactive
e1644,27,2.018,4.074,6.821,0.355,3.982,0.1,0.15,56189,303.498,inactive
e1646,8,0.365,0.133,6.149,0.367,4.69,0.228,0.378,3893,224.395,inactive
e1648,20,-0.026,0.001,7.898,0.359,3.815,0.141,0.243,21998,146.951,inactive
e1649,43,4.046,16.374,6.998,0.37,3.806,0.114,0.212,14650,196.6,inactive
e1650,27,2.745,7.535,6.457,0.336,3.868,0.087,0.263,17887,304.053,inactive
e1651,39,3.118,9.723,6.497,0.356,3.729,0.142,0.233,11624,157.589,inactive
e1652,13,0.155,0.024,5.629,0.355,4.087,0.17,0.238,8866,199.296,inactive
e1653,6,1.374,1.888,2.565,0.316,3.721,0.245,0.412,819,87.402,inactive
e1654,64,1.474,2.173,6.36,0.352,3.872,0.088,0.165,151564,248.254,inactive
e1656,31,4.547,20.677,8.03,0.348,3.984,0.098,0.16,58991,197.433,inactive
e1657,16,2.686,7.217,3.944,0.353,3.604,0.251,0.454,773,72.518,inactive
e1658,16,-0.079,0.006,6.238,0.359,3.656,0.195,0.324,6174,132.315,inactive
e1659,2,-0.741,0.55,0,0.361,3.025,0.439,0.636,225,50.726,inactive
e1660,21,1.627,2.646,6.662,0.325,3.883,0.114,0.183,20706,180.416,inactive
e1663,15,0.409,0.167,5.933,0.363,3.743,0.187,0.29,5806,116.471,inactive
e1664,15,0.527,0.277,5.331,0.322,4.068,0.207,0.391,2975,208.55,inactive
e1666,31,4.703,22.121,6.315,0.325,3.748,0.138,0.315,4049,128.746,binder
e1667,20,3.78,14.288,6.889,0.362,3.799,0.183,0.299,5755,109.404,inactive
e1668,39,-2.262,5.119,6.653,0.319,4.085,0.066,0.176,139378,359.184,inactive
e1669,18,0.301,0.09,5.429,0.336,4.118,0.16,0.233,13382,224.701,inactive
e1670,8,1.179,1.391,5.104,0.331,3.614,0.281,0.385,1114,75.779,inactive
e1671,27,4.428,19.609,5.416,0.303,3.702,0.093,0.157,23841,203.47,inactive
e1672,25,2.551,6.505,7.26,0.333,4.135,0.146,0.195,27928,211.915,inactive
e1673,14,1.747,3.053,7.014,0.363,3.935,0.185,0.228,10173,171.49,inactive
e1674,21,0.763,0.582,4.747,0.322,3.871,0.104,0.178,9202,157.398,inactive
e1675,17,2.02,4.082,6.403,0.35,3.778,0.158,0.31,3455,111.807,inactive
e1677,28,4.146,17.186,7.391,0.336,3.872,0.165,0.2,12608,159.871,inactive
e1678,21,2.255,5.086,6.172,0.307,3.83,0.126,0.214,9744,160.636,inactive
e1680,24,1.845,3.405,7.171,0.373,3.884,0.152,0.233,14732,134.54,inactive
e1681,21,2.155,4.643,5.852,0.319,3.841,0.132,0.226,7208,138.651,inactive
e1682,21,-4.744,22.502,5.328,0.362,3.757,0.094,0.235,24762,229.862,inactive
e1683,15,2.118,4.488,4.66,0.336,3.582,0.21,0.408,1461,94.583,inactive
e1684,29,1.601,2.565,7.188,0.355,3.763,0.123,0.236,17145,173.791,inactive
e1685,25,2.943,8.661,7.46,0.358,4.03,0.128,0.199,36189,245.468,inactive
e1686,24,1.43,2.046,7.266,0.369,3.776,0.151,0.269,14106,154.013,inactive
e1687,13,1.504,2.263,6.178,0.3,4.063,0.105,0.236,12725,248.807,inactive
e1689,10,2.505,6.275,3.785,0.303,3.551,0.24,0.435,735,83.344,inactive
e1690,9,2.152,4.629,4.355,0.348,3.325,0.281,0.486,698,53.721,inactive
e1691,52,6.537,42.739,5.595,0.359,3.79,0.12,0.21,35061,160.104,inactive
e1692,18,0.237,0.056,6.267,0.353,4.127,0.127,0.176,27673,276.335,inactive
e1693,52,7.021,49.289,8.628,0.328,4.058,0.068,0.152,144200,295.363,inactive
e1695,22,4.046,16.37,3.178,0.291,3.663,0.151,0.51,3158,140.053,inactive
e1696,4,-1.169,1.367,0,0.255,3.431,0.314,0.745,274,68.318,inactive
e1697,16,3.04,9.24,4.128,0.32,3.755,0.183,0.244,2790,98.282,inactive
e1698,7,0.476,0.227,0,0.324,3.349,0.288,0.512,397,54.901,inactive
e1700,8,-1.682,2.829,5.741,0.311,4.217,0.143,0.285,6770,245.072,inactive
e1701,3,-1.677,2.814,0,0.264,3.561,0.558,0.74,136,67.187,inactive
e1702,25,1.905,3.631,7.029,0.358,3.715,0.136,0.272,12126,161.438,inactive
e1703,38,4.577,20.945,5.553,0.383,3.77,0.164,0.273,14480,122.104,inactive
e1704,2,-0.712,0.507,0,0.319,2.886,0.355,0.633,182,39.441,inactive
e1706,18,3.152,9.932,7.544,0.312,3.633,0.137,0.299,8094,144.778,inactive
e1707,4,1.165,1.357,4.78,0.387,3.926,0.265,0.441,1539,159.279,inactive
e1708,11,-1.674,2.802,5.969,0.325,3.896,0.247,0.327,3928,158.093,inactive
e1709,49,2.028,4.112,7.577,0.359,3.9,0.083,0.138,238679,258.382,inactive
e1710,35,5.662,32.053,7.065,0.33,3.94,0.144,0.159,26533,169.099,inactive
e1712,19,0.566,0.32,6.539,0.343,4.218,0.116,0.168,41391,324.376,inactive
e1713,0,-1.741,3.03,0,0.185,4.678,0.504,0.726,176,123.657,inactive
e1714,11,1.191,1.418,3.888,0.319,3.603,0.229,0.362,1008,79.337,inactive
e1715,13,2.113,4.465,5.458,0.364,3.557,0.213,0.354,3271,81.081,inactive
e1717,6,0.177,0.031,3.498,0.302,3.569,0.274,0.425,615,79.869,inactive
e1718,17,3.454,11.929,4.325,0.313,3.748,0.18,0.248,2846,100.016,inactive
e1719,31,3.476,12.084,7.563,0.357,3.906,0.14,0.148,55110,223.27,binder
e1721,35,2.023,4.094,7.395,0.338,3.808,0.11,0.205,46786,188.614,inactive
e1723,11,-0.946,0.895,3.584,0.306,3.895,0.176,0.301,2483,147.093,inactive
e1724,11,-0.506,0.256,5.943,0.376,3.719,0.155,0.294,9610,155.744,inactive
e1727,19,3.307,10.935,4.513,0.331,3.718,0.186,0.281,2628,96.185,inactive
e1729,20,2.17,4.71,5.252,0.354,3.825,0.167,0.265,6313,125.375,inactive
